192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET / HTTP/1.1" 200 762 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /css/app.css HTTP/1.1" 200 208621 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /js/templates.js HTTP/1.1" 200 4330 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /js/routes.js HTTP/1.1" 200 238 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /js/app.js HTTP/1.1" 200 14584 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /js/foundation.js HTTP/1.1" 200 2218059 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:55 +0800] "GET /views/home.html HTTP/1.1" 200 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:16:56 +0800] "GET /favicon.ico HTTP/1.1" 404 570 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:17:08 +0800] "GET /img/1-quality.png HTTP/1.1" 200 4566 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:17:08 +0800] "GET /img/1-others.png HTTP/1.1" 404 570 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:17:08 +0800] "GET /img/1-safety.png HTTP/1.1" 200 3907 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.135.186 - - [11/Sep/2015:15:17:08 +0800] "GET /img/1-money.png HTTP/1.1" 200 3908 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.132.90 - - [11/Sep/2015:15:17:27 +0800] "GET / HTTP/1.1" 200 762 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:27 +0800] "GET /js/templates.js HTTP/1.1" 200 4330 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:27 +0800] "GET /js/app.js HTTP/1.1" 200 14584 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:27 +0800] "GET /js/routes.js HTTP/1.1" 200 238 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:27 +0800] "GET /css/app.css HTTP/1.1" 200 208621 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:28 +0800] "GET /js/foundation.js HTTP/1.1" 200 2218059 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:28 +0800] "GET /views/home.html HTTP/1.1" 200 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:29 +0800] "GET /img/1-quality.png HTTP/1.1" 200 4566 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:29 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:29 +0800] "GET /img/1-safety.png HTTP/1.1" 200 3907 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:33 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:35 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:40 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:41 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:41 +0800] "GET /img/1-money.png HTTP/1.1" 200 3908 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:42 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:44 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:45 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:46 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:17:47 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:18 +0800] "GET / HTTP/1.1" 200 762 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:18 +0800] "GET /css/app.css HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:18 +0800] "GET /js/foundation.js HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:18 +0800] "GET /js/templates.js HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:18 +0800] "GET /js/app.js HTTP/1.1" 200 15254 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:19 +0800] "GET /views/home.html HTTP/1.1" 200 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:19 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:24 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:26 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:28 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:30 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:31 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:36 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:39 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:50 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:19:55 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.135.186 - - [11/Sep/2015:15:21:34 +0800] "GET /img/1-others.png HTTP/1.1" 404 570 "http://192.168.135.186:8081/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
192.168.132.90 - - [11/Sep/2015:15:21:44 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET / HTTP/1.1" 200 762 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET /css/app.css HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET /js/templates.js HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET /js/foundation.js HTTP/1.1" 304 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET /js/app.js HTTP/1.1" 200 15335 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:48 +0800] "GET /js/routes.js HTTP/1.1" 200 238 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:49 +0800] "GET /views/home.html HTTP/1.1" 200 0 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:21:49 +0800] "GET /img/1-others.png HTTP/1.1" 404 168 "http://192.168.135.186:8081/" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
192.168.132.90 - - [11/Sep/2015:15:22:11 +0800] "GET / HTTP/1.1" 200 762 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4"
